name,kana,per,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,vitA_ug,vitB1_mg,vitB2_mg,vitC_mg
らっかせい　未熟豆　ゆで,らっかせい　未熟豆　ゆで,100,298.0,11.9,23.5,0.0,4.2,0.0,0.0,0.0,19.0
（らっきょう類）　らっきょう　りん茎　生,（らっきょう類）　らっきょう　りん茎　生,100,83.0,1.4,0.2,0.0,20.7,0.0,0.0,0.0,23.0
（らっきょう類）　らっきょう　甘酢漬,（らっきょう類）　らっきょう　甘酢漬,100,117.0,0.4,0.3,0.0,2.9,0.0,0.0,0.0,0.0
（らっきょう類）　エシャレット　りん茎　生,（らっきょう類）　エシャレット　りん茎　生,100,59.0,2.3,0.2,0.0,11.4,2.0,0.0,0.0,21.0
リーキ　りん茎葉　生,リーキ　りん茎葉　生,100,30.0,1.6,0.1,4.0,2.5,4.0,0.0,0.0,11.0
リーキ　りん茎葉　ゆで,リーキ　りん茎葉　ゆで,100,28.0,1.3,0.1,2.8,2.6,3.0,0.0,0.0,9.0
ルッコラ　葉　生,ルッコラ　葉　生,100,17.0,1.9,0.4,0.0,2.6,300.0,0.0,0.0,66.0
ルバーブ　葉柄　生,ルバーブ　葉柄　生,100,23.0,0.7,0.1,1.9,2.5,3.0,0.0,0.0,5.0
ルバーブ　葉柄　ゆで,ルバーブ　葉柄　ゆで,100,14.0,0.5,0.1,1.4,2.9,4.0,0.0,0.0,4.0
（レタス類）　レタス　土耕栽培　結球葉　生,（レタス類）　レタス　土耕栽培　結球葉　生,100,11.0,0.6,0.1,1.7,1.1,20.0,0.0,0.0,5.0
（レタス類）　レタス　水耕栽培　結球葉　生,（レタス類）　レタス　水耕栽培　結球葉　生,100,13.0,0.8,0.2,2.0,1.1,59.0,0.0,0.0,5.0
（レタス類）　サラダな　葉　生,（レタス類）　サラダな　葉　生,100,10.0,1.0,0.2,0.7,1.8,180.0,0.0,0.0,14.0
（レタス類）　リーフレタス　葉　生,（レタス類）　リーフレタス　葉　生,100,16.0,1.4,0.1,0.9,1.9,200.0,0.0,0.0,21.0
（レタス類）　サニーレタス　葉　生,（レタス類）　サニーレタス　葉　生,100,15.0,1.2,0.2,0.6,2.0,170.0,0.0,0.0,17.0
（レタス類）　サンチュ　葉　生,（レタス類）　サンチュ　葉　生,100,14.0,1.2,0.4,0.0,2.0,320.0,0.0,0.0,13.0
（レタス類）　コスレタス　葉　生,（レタス類）　コスレタス　葉　生,100,16.0,1.2,0.2,1.2,1.9,43.0,0.0,0.0,8.0
れんこん　根茎　生,れんこん　根茎　生,100,66.0,1.9,0.1,13.0,2.0,0.0,0.0,0.0,48.0
れんこん　根茎　ゆで,れんこん　根茎　ゆで,100,66.0,1.3,0.1,12.7,2.3,0.0,0.0,0.0,18.0
れんこん　甘酢れんこん,れんこん　甘酢れんこん,100,66.0,0.6,0.2,13.8,2.3,0.0,0.0,0.0,7.0
わけぎ　葉　生,わけぎ　葉　生,100,30.0,1.6,0.0,0.0,2.8,220.0,0.0,0.0,37.0
わけぎ　葉　ゆで,わけぎ　葉　ゆで,100,29.0,1.9,0.0,0.0,3.1,150.0,0.0,0.0,21.0
わさび　根茎　生,わさび　根茎　生,100,89.0,5.6,0.2,0.0,4.4,1.0,0.0,0.0,75.0
わさび　わさび漬,わさび　わさび漬,100,140.0,7.1,0.5,0.0,2.7,2.0,0.0,0.0,1.0
わらび　生わらび　生,わらび　生わらび　生,100,19.0,2.4,0.1,0.0,3.6,18.0,0.0,0.0,11.0
わらび　生わらび　ゆで,わらび　生わらび　ゆで,100,13.0,1.5,0.1,0.0,3.0,13.0,0.0,0.0,0.0
わらび　干しわらび　乾,わらび　干しわらび　乾,100,216.0,20.0,0.7,0.0,58.0,110.0,0.0,0.0,0.0
（その他）　ミックスベジタブル　冷凍,（その他）　ミックスベジタブル　冷凍,100,67.0,3.0,0.7,0.0,5.9,320.0,0.0,0.0,9.0
（その他）　ミックスベジタブル　冷凍　ゆで,（その他）　ミックスベジタブル　冷凍　ゆで,100,65.0,3.1,0.8,0.0,6.5,350.0,0.0,0.0,5.0
（その他）　ミックスベジタブル　冷凍　油いため,（その他）　ミックスベジタブル　冷凍　油いため,100,108.0,3.3,4.9,0.0,5.9,360.0,0.0,0.0,6.0
（その他）　野菜ミックスジュース　通常タイプ,（その他）　野菜ミックスジュース　通常タイプ,100,21.0,0.8,0.1,3.1,0.9,77.0,0.0,0.0,2.0
（その他）　野菜ミックスジュース　濃縮タイプ,（その他）　野菜ミックスジュース　濃縮タイプ,100,36.0,1.0,0.3,5.7,1.0,400.0,0.0,0.0,37.0
あけび　果肉　生,あけび　果肉　生,100,89.0,0.5,0.1,0.0,1.1,0.0,0.0,0.0,65.0
あけび　果皮　生,あけび　果皮　生,100,32.0,0.3,0.3,0.0,3.1,0.0,0.0,0.0,9.0
アサイー　冷凍　無糖,アサイー　冷凍　無糖,100,62.0,0.9,5.3,0.2,4.7,34.0,0.0,0.0,1.0
アセロラ　酸味種　生,アセロラ　酸味種　生,100,36.0,0.7,0.1,0.0,1.9,31.0,0.0,0.0,1700.0
アセロラ　甘味種　生,アセロラ　甘味種　生,100,36.0,0.7,0.1,0.0,1.9,31.0,0.0,0.0,800.0
アセロラ　果実飲料　10%果汁入り飲料,アセロラ　果実飲料　10%果汁入り飲料,100,42.0,0.1,0.0,0.0,0.2,3.0,0.0,0.0,120.0
アテモヤ　生,アテモヤ　生,100,81.0,1.8,0.4,0.0,3.3,0.0,0.0,0.0,14.0
アボカド　生,アボカド　生,100,176.0,2.1,17.5,0.8,5.6,7.0,0.0,0.0,12.0
あんず　生,あんず　生,100,37.0,1.0,0.3,4.7,1.6,120.0,0.0,0.0,3.0
あんず　乾,あんず　乾,100,296.0,9.2,0.4,49.0,9.8,410.0,0.0,0.0,0.0
あんず　缶詰,あんず　缶詰,100,79.0,0.5,0.4,0.0,0.8,46.0,0.0,0.0,0.0
あんず　ジャム　高糖度,あんず　ジャム　高糖度,100,252.0,0.3,0.1,63.4,0.7,39.0,0.0,0.0,0.0
あんず　ジャム　低糖度,あんず　ジャム　低糖度,100,202.0,0.4,0.1,0.0,1.2,58.0,0.0,0.0,0.0
いちご　生,いちご　生,100,31.0,0.9,0.1,5.9,1.4,1.0,0.0,0.0,62.0
いちご　ジャム　高糖度,いちご　ジャム　高糖度,100,250.0,0.4,0.1,62.4,1.3,0.0,0.0,0.0,9.0
いちご　ジャム　低糖度,いちご　ジャム　低糖度,100,194.0,0.5,0.1,0.0,1.1,0.0,0.0,0.0,10.0
いちご　乾,いちご　乾,100,329.0,0.5,0.2,0.0,3.0,2.0,0.0,0.0,0.0
いちじく　生,いちじく　生,100,57.0,0.6,0.1,11.0,1.9,1.0,0.0,0.0,2.0
いちじく　乾,いちじく　乾,100,272.0,3.0,1.1,62.1,10.7,4.0,0.0,0.0,0.0
いちじく　缶詰,いちじく　缶詰,100,78.0,0.5,0.1,0.0,1.2,0.0,0.0,0.0,0.0
うめ　生,うめ　生,100,33.0,0.7,0.5,0.0,2.5,20.0,0.0,0.0,6.0
うめ　梅漬　塩漬,うめ　梅漬　塩漬,100,27.0,0.7,0.4,0.0,2.7,1.0,0.0,0.0,0.0
うめ　梅漬　調味漬,うめ　梅漬　調味漬,100,45.0,1.5,0.5,0.0,3.4,2.0,0.0,0.0,0.0
うめ　梅干し　塩漬,うめ　梅干し　塩漬,100,29.0,0.9,0.7,0.9,3.3,1.0,0.0,0.0,0.0
うめ　梅干し　調味漬,うめ　梅干し　調味漬,100,90.0,1.5,0.6,0.0,2.5,0.0,0.0,0.0,0.0
うめ　梅びしお,うめ　梅びしお,100,196.0,0.7,0.5,0.0,1.3,0.0,0.0,0.0,0.0
うめ　果実飲料　20%果汁入り飲料,うめ　果実飲料　20%果汁入り飲料,100,49.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
オリーブ　塩漬　グリーンオリーブ,オリーブ　塩漬　グリーンオリーブ,100,148.0,1.0,15.0,0.0,3.3,38.0,0.0,0.0,12.0
オリーブ　塩漬　ブラックオリーブ,オリーブ　塩漬　ブラックオリーブ,100,121.0,0.8,12.3,0.0,2.5,0.0,0.0,0.0,0.0
オリーブ　塩漬　スタッフドオリーブ,オリーブ　塩漬　スタッフドオリーブ,100,141.0,0.8,14.3,0.0,3.7,44.0,0.0,0.0,11.0
かき　甘がき　生,かき　甘がき　生,100,63.0,0.4,0.2,13.1,1.6,35.0,0.0,0.0,70.0
かき　渋抜きがき　生,かき　渋抜きがき　生,100,59.0,0.5,0.1,13.6,2.8,25.0,0.0,0.0,55.0
かき　干しがき,かき　干しがき,100,274.0,1.5,1.7,0.0,14.0,120.0,0.0,0.0,2.0
かりん　生,かりん　生,100,58.0,0.4,0.1,0.0,8.9,11.0,0.0,0.0,25.0
（かんきつ類）　いよかん　砂じょう　生,（かんきつ類）　いよかん　砂じょう　生,100,50.0,0.9,0.1,0.0,1.1,13.0,0.0,0.0,35.0
（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,100,49.0,0.5,0.1,8.7,0.7,87.0,0.0,0.0,35.0
（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,100,49.0,0.7,0.1,8.9,1.0,84.0,0.0,0.0,32.0
（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,100,47.0,0.5,0.1,9.2,0.4,92.0,0.0,0.0,35.0
（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,100,49.0,0.7,0.1,9.5,0.4,92.0,0.0,0.0,33.0
（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,100,45.0,0.5,0.1,9.1,0.0,35.0,0.0,0.0,29.0
（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,100,42.0,0.5,0.1,8.3,0.0,51.0,0.0,0.0,30.0
（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,100,53.0,0.2,0.0,0.0,0.0,18.0,0.0,0.0,12.0
（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,100,59.0,0.2,0.0,0.0,0.1,23.0,0.0,0.0,18.0
（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,100,50.0,0.1,0.0,0.0,0.0,10.0,0.0,0.0,7.0
（かんきつ類）　うんしゅうみかん　缶詰　果肉,（かんきつ類）　うんしゅうみかん　缶詰　果肉,100,63.0,0.5,0.1,0.0,0.5,34.0,0.0,0.0,15.0
（かんきつ類）　うんしゅうみかん　缶詰　液汁,（かんきつ類）　うんしゅうみかん　缶詰　液汁,100,63.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,15.0
（かんきつ類）　オレンジ　ネーブル　砂じょう　生,（かんきつ類）　オレンジ　ネーブル　砂じょう　生,100,48.0,0.9,0.1,8.1,1.0,11.0,0.0,0.0,60.0
（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,100,42.0,1.0,0.1,7.0,0.8,10.0,0.0,0.0,40.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,100,45.0,0.8,0.0,8.8,0.3,3.0,0.0,0.0,22.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,100,46.0,0.7,0.1,7.7,0.2,4.0,0.0,0.0,42.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,100,46.0,0.4,0.2,0.0,0.1,1.0,0.0,0.0,16.0
（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,100,41.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0
（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,100,233.0,0.2,0.1,60.2,0.7,2.0,0.0,0.0,5.0
（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,100,190.0,0.3,0.1,0.0,1.3,5.0,0.0,0.0,4.0
（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,100,43.0,1.0,0.1,0.0,0.8,10.0,0.0,0.0,60.0
（かんきつ類）　オロブランコ　砂じょう　生,（かんきつ類）　オロブランコ　砂じょう　生,100,43.0,0.8,0.1,0.0,0.9,0.0,0.0,0.0,38.0
（かんきつ類）　かぼす　果汁　生,（かんきつ類）　かぼす　果汁　生,100,36.0,0.4,0.1,0.0,0.1,1.0,0.0,0.0,42.0
（かんきつ類）　かわちばんかん　砂じょう　生,（かんきつ類）　かわちばんかん　砂じょう　生,100,38.0,0.7,0.2,0.0,0.6,4.0,0.0,0.0,36.0
（かんきつ類）　きよみ　砂じょう　生,（かんきつ類）　きよみ　砂じょう　生,100,45.0,0.8,0.2,0.0,0.6,45.0,0.0,0.0,42.0
（かんきつ類）　きんかん　全果　生,（かんきつ類）　きんかん　全果　生,100,67.0,0.5,0.7,0.0,4.6,11.0,0.0,0.0,49.0
（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,100,40.0,0.9,0.1,7.3,0.6,0.0,0.0,0.0,36.0
（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,100,40.0,0.9,0.1,6.3,0.6,34.0,0.0,0.0,36.0
（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,100,44.0,0.6,0.1,8.7,0.1,0.0,0.0,0.0,38.0
（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,100,38.0,0.7,0.1,7.7,0.2,10.0,0.0,0.0,53.0
（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,100,45.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,19.0
（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,100,39.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0
（かんきつ類）　グレープフルーツ　缶詰,（かんきつ類）　グレープフルーツ　缶詰,100,60.0,0.5,0.0,15.2,0.6,0.0,0.0,0.0,26.0
（かんきつ類）　さんぼうかん　砂じょう　生,（かんきつ類）　さんぼうかん　砂じょう　生,100,47.0,0.7,0.3,0.0,0.9,4.0,0.0,0.0,39.0
（かんきつ類）　シークヮーサー　果汁　生,（かんきつ類）　シークヮーサー　果汁　生,100,35.0,0.8,0.1,0.0,0.3,7.0,0.0,0.0,11.0
（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,100,48.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,2.0
（かんきつ類）　しらぬひ　砂じょう　生,（かんきつ類）　しらぬひ　砂じょう　生,100,56.0,0.8,0.2,0.0,0.6,30.0,0.0,0.0,48.0
（かんきつ類）　すだち　果皮　生,（かんきつ類）　すだち　果皮　生,100,55.0,1.8,0.3,0.0,10.1,44.0,0.0,0.0,110.0
（かんきつ類）　すだち　果汁　生,（かんきつ類）　すだち　果汁　生,100,29.0,0.5,0.1,0.0,0.1,0.0,0.0,0.0,40.0
（かんきつ類）　せとか　砂じょう　生,（かんきつ類）　せとか　砂じょう　生,100,50.0,0.8,0.2,0.0,0.7,77.0,0.0,0.0,57.0
（かんきつ類）　セミノール　砂じょう　生,（かんきつ類）　セミノール　砂じょう　生,100,53.0,1.1,0.1,0.0,0.8,89.0,0.0,0.0,41.0
（かんきつ類）　だいだい　果汁　生,（かんきつ類）　だいだい　果汁　生,100,35.0,0.3,0.2,0.0,0.0,2.0,0.0,0.0,35.0
（かんきつ類）　なつみかん　砂じょう　生,（かんきつ類）　なつみかん　砂じょう　生,100,42.0,0.9,0.1,0.0,1.2,7.0,0.0,0.0,38.0
（かんきつ類）　なつみかん　缶詰,（かんきつ類）　なつみかん　缶詰,100,80.0,0.5,0.1,0.0,0.5,1.0,0.0,0.0,14.0
（かんきつ類）　はっさく　砂じょう　生,（かんきつ類）　はっさく　砂じょう　生,100,47.0,0.8,0.1,0.0,1.5,9.0,0.0,0.0,40.0
（かんきつ類）　はるみ　砂じょう　生,（かんきつ類）　はるみ　砂じょう　生,100,52.0,0.9,0.2,0.0,0.8,57.0,0.0,0.0,40.0
（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,100,46.0,0.6,0.1,0.0,2.1,1.0,0.0,0.0,26.0
（かんきつ類）　ひゅうがなつ　砂じょう　生,（かんきつ類）　ひゅうがなつ　砂じょう　生,100,35.0,0.6,0.1,0.0,0.7,1.0,0.0,0.0,21.0
（かんきつ類）　ぶんたん　砂じょう　生,（かんきつ類）　ぶんたん　砂じょう　生,100,41.0,0.7,0.1,0.0,0.9,1.0,0.0,0.0,45.0
（かんきつ類）　ぶんたん　ざぼん漬,（かんきつ類）　ぶんたん　ざぼん漬,100,338.0,0.2,0.1,0.0,2.7,0.0,0.0,0.0,0.0
（かんきつ類）　ぽんかん　砂じょう　生,（かんきつ類）　ぽんかん　砂じょう　生,100,42.0,0.9,0.1,0.0,1.0,52.0,0.0,0.0,40.0
（かんきつ類）　ゆず　果皮　生,（かんきつ類）　ゆず　果皮　生,100,50.0,1.2,0.5,0.0,6.9,20.0,0.0,0.0,160.0
（かんきつ類）　ゆず　果汁　生,（かんきつ類）　ゆず　果汁　生,100,30.0,0.5,0.1,0.0,0.4,1.0,0.0,0.0,40.0
（かんきつ類）　ライム　果汁　生,（かんきつ類）　ライム　果汁　生,100,39.0,0.4,0.1,1.9,0.2,0.0,0.0,0.0,33.0
（かんきつ類）　レモン　全果　生,（かんきつ類）　レモン　全果　生,100,43.0,0.9,0.7,2.6,4.9,2.0,0.0,0.0,100.0
（かんきつ類）　レモン　果汁　生,（かんきつ類）　レモン　果汁　生,100,24.0,0.4,0.2,1.5,0.0,1.0,0.0,0.0,50.0
キウイフルーツ　緑肉種　生,キウイフルーツ　緑肉種　生,100,51.0,1.0,0.2,9.5,2.6,4.0,0.0,0.0,71.0
キウイフルーツ　黄肉種　生,キウイフルーツ　黄肉種　生,100,63.0,1.1,0.2,11.9,1.4,3.0,0.0,0.0,140.0
きはだ　実　乾,きはだ　実　乾,100,378.0,7.3,9.8,0.0,0.0,5.0,0.0,0.0,0.0
キワノ　生,キワノ　生,100,41.0,1.5,0.9,0.0,2.6,3.0,0.0,0.0,2.0
グァバ　赤肉種　生,グァバ　赤肉種　生,100,33.0,0.6,0.1,3.6,5.1,50.0,0.0,0.0,220.0
グァバ　白肉種　生,グァバ　白肉種　生,100,33.0,0.6,0.1,0.0,5.1,0.0,0.0,0.0,220.0
グァバ　果実飲料　20%果汁入り飲料　（ネクター）,グァバ　果実飲料　20%果汁入り飲料　（ネクター）,100,49.0,0.1,0.1,9.9,0.8,2.0,0.0,0.0,19.0
グァバ　果実飲料　10%果汁入り飲料,グァバ　果実飲料　10%果汁入り飲料,100,50.0,0.1,0.1,0.0,0.2,1.0,0.0,0.0,9.0
くこ　実　乾,くこ　実　乾,100,387.0,12.3,4.1,0.0,0.0,250.0,0.0,0.0,9.0
ぐみ　生,ぐみ　生,100,72.0,1.3,0.2,0.0,2.0,32.0,0.0,0.0,5.0
ココナッツ　ココナッツウォーター,ココナッツ　ココナッツウォーター,100,22.0,0.2,0.1,7.8,0.0,0.0,0.0,0.0,2.0
ココナッツ　ココナッツミルク,ココナッツ　ココナッツミルク,100,157.0,1.9,16.0,8.9,0.2,0.0,0.0,0.0,0.0
ココナッツ　ナタデココ,ココナッツ　ナタデココ,100,80.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
さくらんぼ　国産　生,さくらんぼ　国産　生,100,64.0,1.0,0.2,0.0,1.2,8.0,0.0,0.0,10.0
さくらんぼ　米国産　生,さくらんぼ　米国産　生,100,64.0,1.2,0.1,13.7,1.4,2.0,0.0,0.0,9.0
さくらんぼ　米国産　缶詰,さくらんぼ　米国産　缶詰,100,70.0,0.6,0.1,13.6,1.0,3.0,0.0,0.0,7.0
ざくろ　生,ざくろ　生,100,63.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0
